Reference area,Measure,Unit of measure,Regime,Time Period,Observation Value,Regime Name
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2006,24.44,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2006,4.21,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2007,24.44,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2007,4.21,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2008,-3.63,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2008,-0.76,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2008,-25.2,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2008,0.57,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2009,-3.63,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2009,-0.76,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2009,-25.2,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2009,0.57,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2010,-3.63,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2010,-0.76,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2010,-25.2,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2010,0.57,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2011,-3.63,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2011,-0.76,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2011,-25.2,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2011,0.57,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2012,-3.63,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2012,-0.76,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2012,-25.2,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2012,0.57,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2013,-3.63,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2013,-0.76,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2013,-25.2,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2013,0.57,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2014,-3.06,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2014,-0.65,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2014,-21.6,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2014,1.13,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2015,-3.06,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2015,-0.65,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2015,-21.6,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2015,1.13,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2016,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2016,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2016,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2016,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2017,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2017,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2017,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2017,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2018,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2018,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2018,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2018,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2019,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2019,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2019,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2019,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2020,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2020,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2020,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2020,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2021,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2021,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2021,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2021,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2022,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2022,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2022,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2022,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of investment,Regime 1,2023,-1.8,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Implicit subsidy,Percentage of taxable income,Regime 1,2023,-20.01,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Cost of capital,Percentage of investment,Regime 1,2023,2.39,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Basque Country,Effective average tax rate,Percentage of taxable income,Regime 1,2023,0.94,Partial exemption for income from certain intangible assets (Basque country)  - ESP_B
Belgium,Effective average tax rate,Percentage of taxable income,Regime 1,2000,35.06,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,Deduction for patent income - BEL
Belgium,Cost of capital,Percentage of investment,Regime 1,2000,4.28,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,Deduction for patent income - BEL
Belgium,Effective average tax rate,Percentage of taxable income,Regime 1,2001,35.06,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,Deduction for patent income - BEL
Belgium,Cost of capital,Percentage of investment,Regime 1,2001,4.28,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,Deduction for patent income - BEL
Belgium,Effective average tax rate,Percentage of taxable income,Regime 1,2002,35.06,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,Deduction for patent income - BEL
Belgium,Cost of capital,Percentage of investment,Regime 1,2002,4.28,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,Deduction for patent income - BEL
Belgium,Effective average tax rate,Percentage of taxable income,Regime 1,2003,29.67,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,Deduction for patent income - BEL
Belgium,Cost of capital,Percentage of investment,Regime 1,2003,4.24,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,Deduction for patent income - BEL
Belgium,Effective average tax rate,Percentage of taxable income,Regime 1,2004,29.67,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,Deduction for patent income - BEL
Belgium,Cost of capital,Percentage of investment,Regime 1,2004,4.24,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,Deduction for patent income - BEL
Belgium,Effective average tax rate,Percentage of taxable income,Regime 1,2005,29.67,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,Deduction for patent income - BEL
Belgium,Cost of capital,Percentage of investment,Regime 1,2005,4.24,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,Deduction for patent income - BEL
Belgium,Effective average tax rate,Percentage of taxable income,Regime 1,2006,31.4,Deduction for patent income - BEL
Belgium,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,Deduction for patent income - BEL
